Topic,Words,Frequency,Timestamp
39,"g9yuc5wzbs, cerrro, 9yjszdx6z5, 33vvklekg3, pendiente",2,2023-04-16
40,"tan, skin, pacifiers, ahoy, chips",27,2023-04-16
41,"change, physical, based, step, hzzms9m0da",36,2023-04-16
42,"record, broken, lck, records, broke",37,2023-04-16
43,"rich, g5r2vy56rc, qo1kbsjlba, mb7vmkutdc, colpejz1fm",25,2023-04-16
44,"cake, cakes, dulce, de, fried",46,2023-04-16
45,"con, café, cafe, leche, templo",39,2023-04-16
46,"face, q9xhfe0tiz, complexion, amadeus18_bryan, barbaric",16,2023-04-16
47,"fill, hxiuhv3djb, nytdnq8eqw, 0phy84lf0e, filled",29,2023-04-16
48,"powdered, stage, xiffzsyrvl, 6stycbkdlp, kulos",32,2023-04-16
49,"telegram, channel, full, video, videos",22,2023-04-16
50,"oat, oatmeal, inferences, jé, klaes",24,2023-04-16
51,"he, him, assh, his, pat",59,2023-04-16
52,"5cagzri2t1, fatter, contain, phew, breast",10,2023-04-16
53,"get, out, fgyxrvhe9v, 9qutxxhyp5, m4owcomqhr",21,2023-04-16
54,"hooker, engineer, hookers, 3vwlqetuks, xirkgqidhv",21,2023-04-16
55,"tea, teapot, nrqgbnvsok, p4jqw22oak, ehdzwzrlw1",38,2023-04-16
56,"pancakes, dulce, de, leche, nere_ocampoo",45,2023-04-16
57,"paddling, rowing, dulce, de, cement",19,2023-04-16
58,"cat, kitten, cats, helping, shit",37,2023-04-16
59,"tank, tanks, water, 7lqktbwvwr, oppressed",35,2023-04-16
60,"as, really, say, cow, bad",36,2023-04-16
62,"birthday, lots, your, on, taybolera",36,2023-04-16
63,"white, k8gas5ukb4, 7itzjl6epk, atiphzdxtq, olisujatovich",21,2023-04-16
64,"sunday, barbiequeenof81, 5sejc7oopn, myn5jit3gx, mkfmobch28ñana",30,2023-04-16
65,"teeth, baby, tooth, qjhsoev1oh, higiene",31,2023-04-16
66,"tits, if3haeciuu, yhojdwixvy, nipples, outfits",19,2023-04-16
67,"smoothie, npjjwblwtg, ozogahywsz, gwlj19nhny, rita",29,2023-04-16
68,"strawberry, 6awoqt84gs, mpphx7wm0p, i90fmvergm, amortentia",21,2023-04-16
69,"bd5wdf18bj, jar, spoons, dulce, eat",10,2023-04-16
70,"mood, bad, 0aakur9cy5, 5ronecvpx6, anto",25,2023-04-16
71,"cookies, shrhkcehli, crispisss, jhecmwalv8, kedo",16,2023-04-16
72,"arroz, con, leche, wpuox5doaa, a9byasue3t",35,2023-04-16
73,"excess, sugar, fzlth33ykc, gd1ewvmxzq, enacting",8,2023-04-16
74,"coconut, g4gvmaf2zg, bcg7eytznt, pdekpasp88, directv",24,2023-04-16
75,"retaining, bastar, stews, fluids, swollen",6,2023-04-16
76,"croissants, specialty, coffee, felizzzzz, dignified",16,2023-04-16
77,"twitter, tweet, kyvqvxmx82, nbovn0lptq, zj1yug7hqk",23,2023-04-16
78,"ptqizgucv4, swallow, isn, webo, swallowing",6,2023-04-16
79,"daddy, mgjklcrlk7, guevoboy, 82sptfictv, follow",16,2023-04-16
80,"bathed, bath, bathe, wjqbki9cjd, lujuriagotica",22,2023-04-16
81,"oreo, oreos, cold, cookies, glass",42,2023-04-16
82,"argentina, dulce, mate, de, chacarera",23,2023-04-16
83,"churros, dulce, de, friar, leche",32,2023-04-16
84,"9aowcagh9y, much, th2aqkblly, how, https",5,2023-04-16
85,"rrbmyz39f9, jsjsjsjs, incidentally, pepsi, kjjj",11,2023-04-16
86,"blueberry, milkshake, strawberry, meanwhile, puff",14,2023-04-16
87,"breakfast, nl94khxqfv, gg6gkryirz, meal, short",10,2023-04-16
88,"lpm, oxxo, wallet, laughs, asshole",14,2023-04-16
89,"smell, smells, 6zutsvou7a, ktlfwxoelb, jhqtnvmxdo",17,2023-04-16
90,"rt, ogfdsqyl3d, 0supxugcqu, kmilocolgay, nfp3rxxqda",16,2023-04-16
91,"sirens, siren, drink, joderrrrr, 7lm0kfl3cp",21,2023-04-16
92,"soy, señorrrrr, edi4cxxshq, shell, chase",13,2023-04-16
93,"cabinasst, e3pn5qsl78, pasivo_sumiso, eventosgaycosta, formed",1,2023-04-16
94,"bb, kisses, wherever, kqmqww5fkn, uk4upez5qe",17,2023-04-16
96,"benching, bed, sleep, recommend, asses",11,2023-04-16
97,"bread, shivers, underneath, sticky, raisins",10,2023-04-16
98,"eggs, loaded, ikvvvbfazb, gwziafbewz, 7ndgxbwlq0",24,2023-04-16
99,"yogurt, hate, cheese, 8qb5wjn9i3, why",5,2023-04-16
100,"toast, butter, mate, real, dulce",4,2023-04-16
101,"delirium, vending, marcos, gh, uncomfortable",4,2023-04-16
102,"cold, 7bcjgg3fui, ohhh, glass, mash",18,2023-04-16
103,"kill, myself, pudding, rice, want",2,2023-04-16
104,"discovered, anymore, few, drink, days",11,2023-04-16
105,"his, slowly, he, shirt, seconds",16,2023-04-16
106,"hpwihul9r2, spilled, nun, cry, crying",10,2023-04-16
107,"dcmc0iwkeq, 0cq0mlsdi4, keeping, drink, yourself",9,2023-04-16
108,"rico, tavglrv6jk, hb1sqttaiz, xugsi2ugo5, lcjhphn8d6",17,2023-04-16
109,"mi, masngnhmxi, gaycruisinggdl, pone, pongo",9,2023-04-16
110,"4f7ac5znhu, fell, anecdote, drying, dining",10,2023-04-16
111,"lick, feet, licking, footjob, ahah",31,2023-04-16
112,"frother, j7jcjti6m0, jdooyly0ad, 4alihjd7tj, superautomatic",6,2023-04-16
113,"25gjniwipf, rcfdkkkxwo, hot, darling, directly",9,2023-04-16
114,"cinema, r0kpqaq2lb, movie, repertoire, hollywood",10,2023-04-16
115,"inadvertently, butter, peanut, combination, mix",3,2023-04-16
117,"expired, expiration, abynojvqvu, loncoleche, lonco",11,2023-04-16
118,"tiger, liven, icy, kingdom, powerful",17,2023-04-16
119,"cuckold, cardetti, esqxf66xrq, delighted, bangs",2,2023-04-16
120,"açaí, açai, anvorguesa, ff, mane",16,2023-04-16
121,"cappuccino, capuccino, ps8u4xldcb, frappuccino, order",25,2023-04-16
122,"rbcsjrwrvt, shake, coffee, ground, mix",11,2023-04-16
123,"poop, vcwdpdcgv7, i1ybrfvcsv, wuiwuiwui, aqijem5slr",4,2023-04-16
124,"fhmrb6jnby, banana, fortnite, vlfh61r3n0, iovukxjabr",7,2023-04-16
-1,"milk, and, you, with, to",3876,2023-04-17
0,"of, price, the, in, production",253,2023-04-17
1,"coffee, with, milk, myself, drink",209,2023-04-17
2,"rice, pudding, mom, my, made",204,2023-04-17
3,"healthy, lifestyle, life, eating, diet",68,2023-04-17
4,"bad, people, what, have, milk",99,2023-04-17
5,"hit, car, head, crashed, had",81,2023-04-17
6,"bad, boca, the, madrid, barco",87,2023-04-17
7,"latte, matcha, warm, almond, myself",84,2023-04-17
8,"breast, gemmakitdejoyas, jewelry, breastmilk, training",18,2023-04-17
9,"asturian, asturiana, asturias, teams, oviedo",56,2023-04-17
10,"penalty, goals, beaten, hit, penalties",45,2023-04-17
11,"gay, cum, semen, tetascoquetas, ass",67,2023-04-17
12,"beat, beats, nothing, up, beaten",68,2023-04-17
13,"lactose, free, intolerant, stomach, drinking",62,2023-04-17
14,"chocolate, fresh, vanilla, best, hijueputas",66,2023-04-17
15,"cereal, cereals, first, comes, then",64,2023-04-17
16,"almond, vd0a7j7zpg, nabkz0qcfv, ut6e68al3v, overrated",60,2023-04-17
17,"cock, dick, vagina, my, ddpx8nic5v",40,2023-04-17
18,"video, videos, rt, farther, upload",52,2023-04-17
19,"pump, pumping, pumped, wanting, my",63,2023-04-17
20,"milkshake, faltering, of8is9y8u0, braaaah, rjgwfz2bzf",24,2023-04-17
21,"people, bad, understand, how, liverrr",54,2023-04-17
22,"pond, he, him, his, uzla8kd0qc",35,2023-04-17
23,"condensed, isowvoaqhs, malted, weekends, careful",32,2023-04-17
24,"hcm2ly33cs, exkrtcqpvr, wants, vdwt3rjpbh, nr6mwdryim",13,2023-04-17
25,"cockroach, rule, scientists, joking, feed",56,2023-04-17
26,"shaken, shake, voice, unnoticed, pq6x2ffq1v",40,2023-04-17
27,"physical, change, iván, morales, guru",25,2023-04-17
28,"shake, protein, superhuman, slowly, becoming",24,2023-04-17
29,"cow, cows, calcium, ions, ve4jv4eei9",34,2023-04-17
30,"dulce, de, leche, ehhh, 7tgc5chfa1",22,2023-04-17
31,"painted, as, cow, j06labglwm, bad",26,2023-04-17
32,"baby, mom, mother, fqhasyjcs4, npyblncgbw",34,2023-04-17
33,"mala, leche, qybd3swioz, sonichu, gf0nu1ddle",24,2023-04-17
34,"ass, hwlgnptteh, w77d0iknc1, fill, break",24,2023-04-17
35,"brothers, sisters, explode, 2zw88lidgz, brother",22,2023-04-17
36,"leche, cfoonxamb4, or6ifxcs0f, jew, la",18,2023-04-17
37,"her, she, 1oyhihpaub, zfuqal1rfu, satisfy",18,2023-04-17
38,"ice, cream, dulce, de, leche",24,2023-04-17
40,"sensitive, sun, skin, ip50, delial",31,2023-04-17
41,"physical, change, 1q68czgrws, age, extreme",19,2023-04-17
42,"record, broken, euphoria, nap, xexjonvwjp",24,2023-04-17
43,"rich, 8afybfgh9e, rhaceuwzvk, 6wveojpkjz, mema",21,2023-04-17
44,"cake, fried, dulce, de, leche",25,2023-04-17
45,"con, café, leche, 8bvc7cn6qq, f5gdscd7co",28,2023-04-17
46,"face, uhazvlxb5h, cw61ainhy4, qpt3z6agzk, your",29,2023-04-17
47,"fill, p7gegjifwq, jgoxzteqhm, komi, updnhe7dlk",19,2023-04-17
48,"powdered, humble, world, sugar, keeps",52,2023-04-17
49,"telegram, nljjgzmd6c, gc4z3vohz4, channel, qgp6mir6jk",12,2023-04-17
50,"oat, oatmeal, qksem4vdg7, ojo, kinda",21,2023-04-17
51,"he, girlorbxy, sleep, warm, him",21,2023-04-17
52,"yau6wmtfmc, xurrasco, to3ti9atzf, qoulvax6kh, cgzk0ottyc",6,2023-04-17
53,"et9unma2jd, 79xbb5nzkq, out, get, hvdqq2ks2i",13,2023-04-17
54,"hooker, in97fqcstm, camelto, un3web2zol, swallows",23,2023-04-17
55,"tea, jvy0kdeoqn, flashback, ratatouille, bubble",29,2023-04-17
56,"pancakes, dulce, de, leche, escobarr",18,2023-04-17
57,"paddling, maalll, raises, dulce, doubts",11,2023-04-17
58,"cat, kitten, cats, b8t8yn76hq, grimmi",23,2023-04-17
59,"tank, tanks, water, iisgzwnrsd, yvfsq7kynw",20,2023-04-17
60,"as, really, say, cow, 8955uwjbgt",12,2023-04-17
61,"semi, cfp6fuznr1, skimmed, values, calories",1,2023-04-17
62,"birthday, sing, lots, lot, your",19,2023-04-17
63,"white, bottled, 8ofdzmynhq, ueuchuxvzz, mf4g68pet0",9,2023-04-17
64,"deseos69vhsa, hci58hm9dk, 1yvoromeqw, machín, pas",15,2023-04-17
65,"teeth, baby, tooth, speechles, upp7iaelzz",23,2023-04-17
66,"tits, hiuzxfbkoz, pqoqvcctxx, okszi2lvcu, 6rzq2mas6e",16,2023-04-17
67,"smoothie, blackberry, strawberry, mowcfuliwk, pha9dlhrsr",7,2023-04-17
68,"strawberry, juices, yia, wqcyhbeyyd, juice",10,2023-04-17
69,"jar, dulce, de, spoonful, leche",19,2023-04-17
70,"mood, bad, ljt077plbf, cocolandia, tx",26,2023-04-17
71,"cookies, stuck, swear, chips, onesimum",8,2023-04-17
72,"arroz, con, leche, rn, gonna",14,2023-04-17
73,"hexagons, schizophrenics, light, diabetics, sugar",8,2023-04-17
74,"coconut, articulate, bacardi, reminder, occurred",16,2023-04-17
75,"grilled, chick, breakfast, egg, dinner",23,2023-04-17
76,"croissants, croissant, coffee, zskdfizbgu, unisex",6,2023-04-17
77,"1fmxtchkox, tweets, aged, twitter, suekx8pp6a",10,2023-04-17
78,"swallow, zbxof1hocw, setb5xzdci, 7os9zj9ugu, c2ibsesqos",11,2023-04-17
80,"bath, bathe, onozm9ilit, xtuvceb6u8, 1pp6d3q1rf",25,2023-04-17
81,"oreo, oreos, 89pnsh8dhi, inc1yuciko, worries",21,2023-04-17
82,"stereotypes, argentines, oetjlun48x, erroneous, limbs",3,2023-04-17
83,"churros, diosss, warm, dulce, de",6,2023-04-17
84,"otherwise, mentalist, capis, wmrgnjbblp, pa1gyoidv7",11,2023-04-17
85,"tylwervssu, jajsjajsjs, 4pxfegxadp, qjajajajajaajqjajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaj, guginyq3nw",18,2023-04-17
86,"strawberry, milkshake, made, 0geen8rbgg, hk2ltjowac",9,2023-04-17
87,"breakfast, lend, toy, judit, qrogay",9,2023-04-17
88,"lpm, jalil, bad, what, tremendous",17,2023-04-17
89,"smell, matheo, camita, smelling, smells",7,2023-04-17
90,"rt, 7pim8nlipu, chubby, takes, give",9,2023-04-17
91,"sirens, drink, from, leche, z0lxbqemz0",6,2023-04-17
92,"soy, gud, bastardly, charcoal, process",17,2023-04-17
93,"j1flznmuwr, delicious, vaz4tf7kym, mhu3ztob1t, by0feplwgj",10,2023-04-17
94,"bb, kisses, ksfb0uk63u, mmm, mommy",8,2023-04-17
95,"cheese, category, castelmagno, cheeses, hidalgo",6,2023-04-17
97,"bread, gpmyjcmcl3, mzduj9oost, p0lyaplxja, irrelevant",5,2023-04-17
98,"eggs, wic, mana, learns, egg",11,2023-04-17
99,"yogurt, seriously, isn, grupo, upset",6,2023-04-17
100,"bread, ezfwifsaet, nz3f6rvthv, jaksjs, toast",15,2023-04-17
101,"vvtenshlge, marcos, attention, knhf2jbu9x, tank",8,2023-04-17
102,"tbxiqnpjzs, glass, cold, ijvymgn3ga, gkdejgtvff",7,2023-04-17
103,"kill, myself, pudding, rice, want",15,2023-04-17
104,"ayyyeee, chaca, whole, puke, drink",5,2023-04-17
105,"his, threads, her, nnumyiwprt, grabbed",9,2023-04-17
106,"spilled, cry, over, k6uxdkmts0, crying",10,2023-04-17
107,"lk1trxx4fd, drink, hole, drinking, every",9,2023-04-17
108,"rico, bb, 1wkkppuyaw, 9bj93ohqof, dgmgplqvg3",8,2023-04-17
109,"cremi, marravirroso, dulcesito, xocolá, shou",9,2023-04-17
110,"told, lay, stranger, conversation, he",2,2023-04-17
111,"ahcashfxen, pancarteroooooos, a36jjhg4bk, lick, licks",2,2023-04-17
112,"frother, automatic, machine, breville, amazon",8,2023-04-17
113,"hot, mermevnjpb, 8i84pjwa1g, gatubela, c83ypchdlk",4,2023-04-17
114,"ys3ssfbwbb, aladdin, mts, tarzan, iggy",2,2023-04-17
115,"lrq9x1r, a9nzqsyzi7, butter, fats, palm",1,2023-04-17
117,"expired, pyrobos, francamente, 4th, refrigerator",15,2023-04-17
118,"tiger, o4ym1ajf6j, 20pts, chifles, piura",2,2023-04-17
119,"cuckold, cuckold_husband, 32l31jg6qu, cuckoldqueen, cuckoldperu",8,2023-04-17
120,"açaí, colossal, açai, fruity, equal",3,2023-04-17
121,"cappuccino, ex9iuqg5zq, frappuccinos, 10, iced",11,2023-04-17
122,"shaken, shake, coffee, kat, kit",19,2023-04-17
123,"poop, 0dyzbebwaq, alarm, jam, pancakes",11,2023-04-17
124,"wise, banana, frutitaaaaas, fruits, make",5,2023-04-17
-1,"milk, and, co, https, to",2033,2023-04-18
0,"production, conaprole, the, in, of",243,2023-04-18
1,"coffee, with, milk, and, cold",165,2023-04-18
2,"pudding, rice, made, making, mom",109,2023-04-18
3,"healthy, eating, diet, lifestyle, living",104,2023-04-18
4,"bad, what, milk, are, have",77,2023-04-18
5,"hit, crashed, car, had, have",57,2023-04-18
6,"bad, napoli, boca, players, team",76,2023-04-18
7,"latte, cold, croissants, bed, warm",62,2023-04-18
8,"breast, bank, mancha, breastfeeding, toledo",35,2023-04-18
9,"asturian, asturias, asturiana, the, investment",38,2023-04-18
10,"penalty, beaten, giroud, kvara, supposed",56,2023-04-18
11,"gay, cum, femboy, rt, cumtribute",44,2023-04-18
12,"beat, beats, nothing, beaten, up",37,2023-04-18
13,"lactose, free, intolerant, stomach, whole",40,2023-04-18
14,"chocolate, fresh, vanilla, choco, krispis",34,2023-04-18
15,"cereal, first, cereals, then, before",27,2023-04-18
16,"almond, milk, flavor, taste, coffee",35,2023-04-18
17,"cock, dick, suck, my, penis",31,2023-04-18
18,"video, videos, rt, dm, upload",27,2023-04-18
19,"pump, pumping, pumped, vnwsh8mbyi, my",30,2023-04-18
20,"milkshake, pros, milkshakes, edgi0kjhau, darxssr00b",21,2023-04-18
21,"people, bad, person, envious, are",31,2023-04-18
22,"he, him, his, gets, criminal",24,2023-04-18
23,"condensed, strawberries, add, icosajmeyg, sv3pszxxza",21,2023-04-18
24,"want, wants, kt5pesdcjf, 725jmdv7zu, p1ez0fza4k",14,2023-04-18
25,"cockroach, rule, science, option, drinking",29,2023-04-18
26,"shaken, shake, step, shaking, up",13,2023-04-18
27,"physical, change, revolutionized, sudden, miguel",48,2023-04-18
28,"shake, protein, shaker, shakes, weight",21,2023-04-18
29,"cow, cows, proteins, dairy, provides",25,2023-04-18
30,"dulce, de, leche, lift, nugiojxfgv",17,2023-04-18
31,"painted, as, cow, bad, is",10,2023-04-18
32,"baby, mother, breast, father, given",18,2023-04-18
33,"mala, leche, mina, que, fjonezzyzt",12,2023-04-18
34,"ass, fill, want, dump, full",17,2023-04-18
35,"brothers, sisters, brother, jeni, sister",22,2023-04-18
36,"leche, traga, la, e6yyypdyfh, agenttrailer",15,2023-04-18
37,"her, she, csre69a8oy, liidgvzjkd, ajnkqp1mxi",14,2023-04-18
38,"ice, cream, dulce, de, leche",12,2023-04-18
39,"dulce, de, leche, forever, obvious",22,2023-04-18
40,"sensitive, amazon, sun, offer, delial",33,2023-04-18
41,"physical, change, mental, gym, months",17,2023-04-18
42,"record, broken, broke, mszgnhwchd, records",12,2023-04-18
43,"rich, kxcdptkdw9, 4vdo8mxrvz, trujillogay, sledgehammers",11,2023-04-18
44,"cake, gt, dulce, de, leche",10,2023-04-18
45,"con, café, cafe, leche, leite",23,2023-04-18
46,"face, mouth, fill, sobaos, my",18,2023-04-18
47,"fill, filled, rhm8ep8tyd, gdxynybmmp, skndky0nc7",12,2023-04-18
48,"powdered, klim, sugar, fg5t6nliu1, yro5pjfkh3",15,2023-04-18
49,"telegram, channel, group, subscribe, full",8,2023-04-18
50,"oat, oatmeal, oats, overnight, toni",17,2023-04-18
51,"he, him, coffee, leaves, she",11,2023-04-18
52,"pv66pvesyv, 0mbf3b3xyo, nlgosgmvkz, rzl4wab7wt, ry5h9brtoq",14,2023-04-18
53,"get, out, 9qt6n3spxy, 4v8l88ajpu, wi8tbboeyl",12,2023-04-18
54,"hooker, hookers, little, uadzbyozfv, 83v6dpurxa",12,2023-04-18
55,"tea, pearls, teapots, grapefruit, aloe",21,2023-04-18
56,"pancakes, dulce, de, leche, some",16,2023-04-18
57,"paddling, dulce, de, leche, dejà",9,2023-04-18
58,"kitten, cat, kittens, cats, her",15,2023-04-18
59,"tank, water, heater, hot, troll",16,2023-04-18
60,"as, really, say, cow, bad",14,2023-04-18
62,"birthday, lots, la_kimka, on, your",8,2023-04-18
63,"whiter, white, grass, than, hahahahahahahahahahahahahahahahahahahahahahahahah",7,2023-04-18
64,"morning, wake, good, up, tuesday",16,2023-04-18
65,"teeth, baby, tooth, mouse, perez",10,2023-04-18
66,"tits, n0visqjcck, tittytuesday, uajajsjsjsjaj, hqoulc01xh",6,2023-04-18
67,"smoothie, fruit, green, banana, liquefied",14,2023-04-18
68,"strawberry, juice, vm3ehtbril, karajo, q2iyyvctcx",7,2023-04-18
69,"dulce, de, leche, jar, pot",11,2023-04-18
70,"mood, bad, tooommmmbaaaa, jshdjshd, mwoiv5ah1w",7,2023-04-18
71,"cookies, cookie, m0vvbw6axu, dh4wwelmpu, nsz9iw7gkr",9,2023-04-18
72,"arroz, con, leche, hint, 5jqowshfyy",9,2023-04-18
73,"sugar, excess, dulce, alfajor, de",12,2023-04-18
74,"coconut, osa6ouxcrk, i5wkhqyhpe, goncha, ironies",7,2023-04-18
75,"breakfast, dinner, cheese, potato, egg",15,2023-04-18
76,"croissants, coffee, with, patients, isakk",19,2023-04-18
77,"twitter, tweet, caraeguebo, b17hr75rgf, airenj2nuk",5,2023-04-18
78,"swallow, wothqagrnh, fcj2c5qkdr, wqlldusqdn, 91mqklbmdy",4,2023-04-18
79,"daddy, gjzw7qqwxm, ljdxg2gf4u, milk譲, pfcsl9vrec",2,2023-04-18
80,"bath, bathe, shower, bathed, j3jn3716z3",16,2023-04-18
81,"oreo, ordfngwrzi, cloying, sweet, triple",2,2023-04-18
82,"argentinian, balance, vvr8eectap, 18usd, dulce",4,2023-04-18
83,"churros, churro, dulce, de, leche",7,2023-04-18
84,"much, how, nrbq1lwk2k, ybky5q4l5w, cuanta",9,2023-04-18
85,"ksjsjdj, lweeui0qgc, kgz1viaz5r, duvan, jajkajajaj",5,2023-04-18
86,"strawberry, milkshake, o6pxgwgpgz, 59cylljoiy, u3z5uy8t2j",5,2023-04-18
87,"breakfast, ggjkcgccjl, khk1amu89x, jiwoongbxg, 4wsovponkv",8,2023-04-18
88,"lpm, crave, mates, bad, what",3,2023-04-18
89,"smell, smells, venomous, vpy2my8enn, winstead",5,2023-04-18
90,"rt, if, give, rjxirzc8g2, p3bjuqddv7",10,2023-04-18
91,"siren, drink, from, leche, sirens",1,2023-04-18
92,"soy, fw7ac9ek8l, plgapxpgdq, dobwzxvudt, xia",13,2023-04-18
93,"delicious, ivm3px0vyg, x5bismecue, hahahahahahahajsjsbsbsbshsbshs, u9ockapodu",5,2023-04-18
94,"bb, w5phq2chx6, h93kjfh5ck, wherever, kisses",2,2023-04-18
95,"cheese, goat, cheeses, perales, raw",6,2023-04-18
96,"sleep, glass, bed, 0utygstcmp, fuj0vo1w56",7,2023-04-18
97,"bread, ls6cbkfo63, rzyltvnf83, mavericks, equide",8,2023-04-18
98,"eggs, egg, hit, eat, bbncmxqnzp",4,2023-04-18
99,"yogurt, tablespoon, byni3ek5xv, 92hmakxlyc, zggj7ofjcv",7,2023-04-18
100,"butter, bread, toast, dulce, de",11,2023-04-18
101,"marcos, about, thiago, julieta, qeyivsqegw",9,2023-04-18
102,"cold, l0a7qzzx2w, qpx0l9e0ov, creepy, glass",5,2023-04-18
103,"kill, myself, pudding, rice, want",3,2023-04-18
104,"again, 76lmdm0a11, weyyy, drink, anemia",4,2023-04-18
105,"lightly, his, felt, lips, her",4,2023-04-18
106,"spilled, cry, over, crying, 9yblnjzrhe",7,2023-04-18
107,"drink, 4aall3wgbz, kongpob, n3zofybzd2, ftunx641mc",5,2023-04-18
108,"sacadita, itjadbnfh5, rico, services, oral",1,2023-04-18
109,"darías, la, uoudt2xysy, ix7vb1eruo, mi",7,2023-04-18
110,"ch0rr0s, me, mom, saciand0, desfl0rand0",6,2023-04-18
111,"lick, licking, insoles, transform, feet",7,2023-04-18
112,"frother, robotics, kawasaki, machine, duaro",3,2023-04-18
113,"hot, jef1axtfer, b9wsqmwp4f, 1f4dj2pqfn, j0pid4c24f",6,2023-04-18
114,"soap, ut9fj3lvwi, moffat, rwudft0pxz, dracula",4,2023-04-18
116,"lecche, dame, mdjtb2n9oi, afdgpgsfdu, boot",2,2023-04-18
117,"expired, tests, qhd, l9cruyehx6, viscochuelo",5,2023-04-18
118,"tiger, h1hhgxjbg7, incakola, lucianazurita_, bromelain",8,2023-04-18
119,"cuckold, wife, lfn1v2rgbt, zpwgqpmqrj, elperver26",6,2023-04-18
120,"açaí, xftcc8cykr, udcsimqhvj, 700ml, sensational",2,2023-04-18
121,"reinventing, frapuccino, soy, wouldn, mocha",2,2023-04-18
122,"shake, shaken, coffee, 51degccl6i, qblcflry2k",8,2023-04-18
123,"poop, utpm7ah93a, xn1tfvf2c3, jeon, pooping",4,2023-04-18
124,"banana, liquefied, bananas, submarine, liqueur",4,2023-04-18
-1,"milk, and, the, of, that",2002,2023-04-19
0,"production, of, the, in, meat",293,2023-04-19
1,"coffee, with, milk, drink, myself",140,2023-04-19
2,"pudding, rice, made, dessert, mom",111,2023-04-19
3,"healthy, lifestyle, diet, life, living",98,2023-04-19
4,"bad, what, people, milk, god",65,2023-04-19
5,"hit, car, crashed, head, had",72,2023-04-19
6,"boca, bad, club, they, barco",81,2023-04-19
7,"latte, matcha, croissants, myself, at",76,2023-04-19
8,"breast, breastfeeding, bank, donation, human",37,2023-04-19
9,"asturian, asturias, asturiana, fabada, the",37,2023-04-19
10,"penalty, beaten, hit, scored, well",39,2023-04-19
11,"cum, gay, cumtribute, hentai, cumshot",38,2023-04-19
12,"beat, nothing, beats, beaten, kkkk",28,2023-04-19
13,"lactose, free, intolerant, drink, stomach",28,2023-04-19
14,"chocolate, fresh, krispis, bar, choco",36,2023-04-19
15,"cereal, cereals, first, before, eat",20,2023-04-19
16,"almond, bought, coffee, milk, almendra",36,2023-04-19
17,"cock, dick, suck, cocks, my",33,2023-04-19
18,"video, 7pjhyk8vzc, videos, rt, eiw4yc88sf",26,2023-04-19
19,"pump, pumping, who, pumped, someone",25,2023-04-19
20,"milkshake, peaches, having, meatball, chocolate",34,2023-04-19
21,"people, bad, envious, comments, are",24,2023-04-19
22,"he, him, his, man, they",23,2023-04-19
23,"condensed, blah, i9o8fopgc4, zic6vitjeh, glzstwwdze",18,2023-04-19
